apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,scout.CA,scout.DS,scout.FC,scout.FF,scout.FD,scout.FS,scout.I,scout.SG,scout.A,scout.G,scout.DE,scout.GS,scout.V,scout.PS,scout.FT,scout.PP,scout.DP,scout.CV,scout.PC,scout.GC
Vanderlei Luxemburgo,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/02/photo_FORMATO_53uYX2K.png"">link</a>",9.0,6,264,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Gaúcho,"<a href=""https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png"">link</a>",4.859999999999999,6,284,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willian,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO.png"">link</a>",0.0,5,293,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cássio,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uEoWXC8.png"">link</a>",11.0,1,264,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fagner,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_T3I37Ma.png"">link</a>",10.0,2,264,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Titi,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png"">link</a>",7.2,3,356,True,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Ávila,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dFLXQrB.png"">link</a>",2.17,6,290,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrique,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_nAVtfcZ.png"">link</a>",0.9,3,294,True,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apodi,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_B149DKg.png"">link</a>",0.0,2,290,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walter,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_byoeISo.png"">link</a>",0.0,1,1371,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giuliano,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ir8HBOO.png"">link</a>",0.0,4,264,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Luiz,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8l0cfjh.png"">link</a>",3.7,3,262,True,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Teixeira,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_95Ip8xR.png"">link</a>",0.7,4,267,True,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Azevedo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_cX2MCU4.png"">link</a>",0.0,5,327,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilberto,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png"">link</a>",4.3,5,283,True,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ganso,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png"">link</a>",1.7,4,266,True,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Rocha,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png"">link</a>",1.9,2,275,True,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Moledo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_oiE27eL.png"">link</a>",6.7,3,285,True,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Patrick,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png"">link</a>",1.4,4,285,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5IMT6Pl.png"">link</a>",8.5,4,263,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Camacho,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_F7E95Uy.png"">link</a>",2.6,4,277,True,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wellington Silva,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_blUyoXI.png"">link</a>",2.2,5,1371,True,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dudu,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_dKDb4Xe.png"">link</a>",10.0,5,275,True,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gil,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_qHWEwAj.png"">link</a>",6.6,3,264,True,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png"">link</a>",2.0,1,276,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Cabral,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png"">link</a>",-1.0,1,283,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luciano Castán,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png"">link</a>",0.0,3,283,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antônio Carlos Zago,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/10/photo_FORMATO_QhbNvRM.png"">link</a>",2.18,6,294,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jLJg754.png"">link</a>",2.5,5,293,True,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fellipe Bastos,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_2gvVYzL.png"">link</a>",-1.0,4,290,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png"">link</a>",0.8,2,284,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Uvini,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png"">link</a>",8.5,3,284,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Sasha,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png"">link</a>",5.9,5,280,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ovYbvXA.png"">link</a>",0.0,1,294,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marllon,"<a href=""https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png"">link</a>",4.1,3,1371,True,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Sampaoli,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png"">link</a>",4.43,6,262,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Barbosa,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hD7TNLn.png"">link</a>",0.1,2,284,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png"">link</a>",1.8,4,284,True,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weverton,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png"">link</a>",2.0,1,275,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Gómez,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png"">link</a>",2.9,3,275,True,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Júnior Urso,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ft8zu4.png"">link</a>",0.5,4,294,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Galhardo,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png"">link</a>",10.0,5,356,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Avelar,"<a href=""https://s.sde.globo.com/media/person_role/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png"">link</a>",2.0,3,327,True,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png"">link</a>",0.0,1,282,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Diniz,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png"">link</a>",3.42,6,266,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Campanharo,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png"">link</a>",0.2,4,285,True,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maguinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png"">link</a>",9.6,2,290,True,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Henrique,"<a href=""https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png"">link</a>",6.6,5,285,True,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitor Hugo,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png"">link</a>",-0.6,3,265,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceppelini,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png"">link</a>",0.8,4,1371,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luiz Adriano,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png"">link</a>",0.0,5,285,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Xavier,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png"">link</a>",4.7,2,266,True,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Alves,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png"">link</a>",0.0,3,284,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aloísio,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png"">link</a>",0.8,5,327,True,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madson,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png"">link</a>",1.7,2,293,True,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everaldo,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png"">link</a>",2.0,5,265,True,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renê,"<a href=""https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png"">link</a>",6.2,2,285,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Cafu,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png"">link</a>",5.0,5,1371,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reinaldo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png"">link</a>",5.4,2,284,True,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Víctor Cuesta,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png"">link</a>",5.4,3,263,True,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silvio Romero,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png"">link</a>",7.6,5,356,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cano,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png"">link</a>",1.9,5,266,True,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Silva,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png"">link</a>",1.4,4,284,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yago Pikachu,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png"">link</a>",0.6,4,356,True,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luciano,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png"">link</a>",4.4,5,276,True,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lucas Lima,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png"">link</a>",2.1,4,277,True,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luan,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png"">link</a>",2.0,3,275,True,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jair,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png"">link</a>",5.0,4,267,True,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayke,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png"">link</a>",0.0,2,275,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png"">link</a>",11.1,4,276,True,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Ricardo,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png"">link</a>",5.5,1,356,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrique Dourado,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png"">link</a>",3.1,5,283,True,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willian Oliveira,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png"">link</a>",2.6,4,290,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juninho,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png"">link</a>",0.0,4,327,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tadeu,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png"">link</a>",2.0,1,290,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zé Rafael,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png"">link</a>",0.4,4,275,True,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tinga,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png"">link</a>",10.8,2,356,True,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Turra,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png"">link</a>",3.89,6,293,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wellington Rato,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png"">link</a>",-1.0,4,276,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maurício Barbieri,"<a href=""https://s.sde.globo.com/media/person_role/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png"">link</a>",2.15,6,267,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png"">link</a>",7.8,5,262,True,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Patrick,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png"">link</a>",1.2,4,282,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Pereira,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png"">link</a>",0.5,3,262,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jemerson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png"">link</a>",0.1,3,282,True,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Melo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png"">link</a>",1.2,3,290,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Sobral,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png"">link</a>",14.8,4,1371,True,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Evangelista,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png"">link</a>",5.4,4,280,True,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robson,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png"">link</a>",8.9,5,294,True,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Felipe,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png"">link</a>",-2.0,1,265,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
